"state_name","county_name","date","positive_pct","transmission_level"
"Minnesota","Todd County",2022-03-18,3.39,"moderate"
"Kansas","Bourbon County",2022-03-18,4.94,"low"
"Minnesota","Otter Tail County",2022-03-18,3.38,"substantial"
"Kansas","Chautauqua County",2022-03-18,0,"low"
"South Dakota","Brown County",2022-03-18,3.23,"moderate"
"Minnesota","Swift County",2022-03-18,0,"moderate"
"Illinois","Carroll County",2022-03-18,1.69,"moderate"
"Missouri","Gentry County",2022-03-18,7.41,"high"
"Indiana","Fountain County",2022-03-18,2.74,"moderate"
"North Dakota","Bottineau County",2022-03-18,8.33,"substantial"
"Minnesota","Cook County",2022-03-18,0.42,"low"
"North Dakota","Burke County",2022-03-18,3.62945715364289,"low"
"Minnesota","Pine County",2022-03-18,1.27,"moderate"
"Ohio","Scioto County",2022-03-18,3.06,"moderate"
"North Dakota","Renville County",2022-03-18,3.62945715364289,"low"
"Minnesota","St. Louis County",2022-03-18,3.51,"substantial"
"Indiana","Warren County",2022-03-18,0,"moderate"
"Nebraska","Seward County",2022-03-18,0,"low"
"Michigan","Leelanau County",2022-03-18,4.03,"moderate"
"South Dakota","Minnehaha County",2022-03-18,2.28,"moderate"
"Nebraska","Hamilton County",2022-03-18,0,"low"
"Nebraska","Saline County",2022-03-18,0,"low"
"South Dakota","Moody County",2022-03-18,4.55,"moderate"
"South Dakota","Faulk County",2022-03-18,0,"low"
"Missouri","Wright County",2022-03-18,1.49,"moderate"
"Michigan","Clinton County",2022-03-18,5.66,"substantial"
"Nebraska","Rock County",2022-03-18,3.62945715364289,"high"
"Missouri","Douglas County",2022-03-18,6.61,"moderate"
"Michigan","Newaygo County",2022-03-18,4.35,"moderate"
"Missouri","DeKalb County",2022-03-18,6.33,"high"
"Nebraska","Nemaha County",2022-03-18,0,"low"
"Missouri","Ralls County",2022-03-18,0,"substantial"
"Kansas","Elk County",2022-03-18,3.62945715364289,"high"
"Illinois","DuPage County",2022-03-18,2.32,"high"
"Illinois","Greene County",2022-03-18,1.12,"moderate"
"Illinois","Massac County",2022-03-18,2.38,"moderate"
"Nebraska","Merrick County",2022-03-18,6.25,"moderate"
"Kansas","Coffey County",2022-03-18,8.11,"substantial"
"Illinois","Edwards County",2022-03-18,2.27,"low"
"Missouri","Christian County",2022-03-18,2.86,"moderate"
"South Dakota","McPherson County",2022-03-18,0,"low"
"South Dakota","Campbell County",2022-03-18,3.62945715364289,"high"
"Illinois","Warren County",2022-03-18,0,"moderate"
"North Dakota","Ward County",2022-03-18,3.55,"moderate"
"Illinois","McHenry County",2022-03-18,2.1,"substantial"
"Nebraska","Nuckolls County",2022-03-18,3.62945715364289,"low"
"Nebraska","Adams County",2022-03-18,36,"high"
"Illinois","Edgar County",2022-03-18,0.73,"low"
"South Dakota","Walworth County",2022-03-18,0,"low"
"Kansas","Geary County",2022-03-18,4.32,"moderate"
"South Dakota","Dewey County",2022-03-18,0,"substantial"
"Missouri","Stone County",2022-03-18,4.04,"moderate"
"Illinois","Scott County",2022-03-18,0,"substantial"
"Minnesota","Meeker County",2022-03-18,0.6,"moderate"
"Wisconsin","Taylor County",2022-03-18,2.7,"moderate"
"Nebraska","Brown County",2022-03-18,3.62945715364289,"low"
"Illinois","Whiteside County",2022-03-18,2.57,"substantial"
"Kansas","Osborne County",2022-03-18,19.05,"high"
"Kansas","Hamilton County",2022-03-18,3.62945715364289,"low"
"South Dakota","Hutchinson County",2022-03-18,0,"low"
"Wisconsin","Chippewa County",2022-03-18,2.31,"moderate"
"South Dakota","Custer County",2022-03-18,15.52,"high"
"Indiana","Union County",2022-03-18,3.12,"moderate"
"North Dakota","Cass County",2022-03-18,3.32,"moderate"
"Ohio","Delaware County",2022-03-18,3.51,"moderate"
"Wisconsin","Waupaca County",2022-03-18,3.18,"moderate"
"Nebraska","Cedar County",2022-03-18,3.62945715364289,""
"Illinois","Hancock County",2022-03-18,3.29,"moderate"
"Wisconsin","Dunn County",2022-03-18,3.59,"moderate"
"South Dakota","Todd County",2022-03-18,2.2,"substantial"
"North Dakota","Ransom County",2022-03-18,1.25,"low"
"Minnesota","Polk County",2022-03-18,3.07,"substantial"
"Nebraska","Chase County",2022-03-18,10,"high"
"Illinois","Perry County",2022-03-18,0.96,"high"
"Wisconsin","Outagamie County",2022-03-18,2.79,"moderate"
"Missouri","Adair County",2022-03-18,1.32,"moderate"
"North Dakota","Slope County",2022-03-18,3.62945715364289,"high"
"Michigan","Huron County",2022-03-18,3.61,"moderate"
"Indiana","Jefferson County",2022-03-18,0.85,"low"
"Missouri","Clark County",2022-03-18,0,"moderate"
"North Dakota","Adams County",2022-03-18,0,"low"
"Ohio","Madison County",2022-03-18,3.11,"moderate"
"Ohio","Morrow County",2022-03-18,1.06,"low"
"Wisconsin","Marinette County",2022-03-18,1.96,"substantial"
"Ohio","Union County",2022-03-18,4.72,"moderate"
"Minnesota","Clay County",2022-03-18,2.3,"substantial"
"Michigan","Roscommon County",2022-03-18,4.22,"moderate"
"Missouri","Sullivan County",2022-03-18,3.77,"moderate"
"Nebraska","Otoe County",2022-03-18,8.57,"substantial"
"Illinois","Jackson County",2022-03-18,1.29,"moderate"
"North Dakota","Griggs County",2022-03-18,0,"substantial"
"Indiana","Ohio County",2022-03-18,0,"low"
"Illinois","Franklin County",2022-03-18,1.14,"moderate"
"South Dakota","Gregory County",2022-03-18,0,"low"
"Missouri","Bates County",2022-03-18,3.9,"moderate"
"Illinois","Lee County",2022-03-18,1.31,"moderate"
"Missouri","Scotland County",2022-03-18,0,"low"
"North Dakota","Traill County",2022-03-18,4.55,"moderate"
"Kansas","Scott County",2022-03-18,4.35,"low"
"North Dakota","Walsh County",2022-03-18,4.88,"high"
"Indiana","Spencer County",2022-03-18,1.35,"low"
"Ohio","Mahoning County",2022-03-18,2.33,"moderate"
"Michigan","Tuscola County",2022-03-18,6.67,"moderate"
"South Dakota","Butte County",2022-03-18,1.27,"moderate"
"Illinois","Wayne County",2022-03-18,3.46,"substantial"
"South Dakota","Codington County",2022-03-18,1.64,"moderate"
"Nebraska","Furnas County",2022-03-18,3.62945715364289,""
"Kansas","Cheyenne County",2022-03-18,3.62945715364289,"low"
"Michigan","Iosco County",2022-03-18,4.65,"moderate"
"Wisconsin","Shawano County",2022-03-18,2.92,"moderate"
"Minnesota","Mahnomen County",2022-03-18,5.32,"substantial"
"Kansas","Grant County",2022-03-18,0,"substantial"
"Michigan","Crawford County",2022-03-18,8,"substantial"
"South Dakota","Fall River County",2022-03-18,0,"moderate"
"Indiana","Posey County",2022-03-18,1.68,"low"
"Indiana","Wayne County",2022-03-18,0.98,"moderate"
"South Dakota","Perkins County",2022-03-18,0,"substantial"
"Minnesota","Clearwater County",2022-03-18,4.96,"moderate"
"South Dakota","Deuel County",2022-03-18,3.62945715364289,"moderate"
"Indiana","Dearborn County",2022-03-18,3.75,"moderate"
"Indiana","Jennings County",2022-03-18,2.53,"low"
"Ohio","Logan County",2022-03-18,4.09,"moderate"
"Minnesota","Becker County",2022-03-18,2.17,"moderate"
"Kansas","Lane County",2022-03-18,3.62945715364289,"low"
"North Dakota","Nelson County",2022-03-18,0,"high"
"Michigan","Arenac County",2022-03-18,2.94,"moderate"
"North Dakota","Hettinger County",2022-03-18,0,"high"
"Indiana","Decatur County",2022-03-18,2.52,"moderate"
"Michigan","Iron County",2022-03-18,4.29,"substantial"
"Kansas","Kearny County",2022-03-18,0,"low"
"Minnesota","Isanti County",2022-03-18,1.16,"moderate"
"Ohio","Trumbull County",2022-03-18,3.44,"moderate"
"Kansas","Labette County",2022-03-18,2.11,"moderate"
"Nebraska","Johnson County",2022-03-18,3.62945715364289,"low"
"South Dakota","Hamlin County",2022-03-18,0,"moderate"
"Nebraska","Dundy County",2022-03-18,3.62945715364289,"low"
"Indiana","Gibson County",2022-03-18,3.94,"moderate"
"Illinois","Stark County",2022-03-18,0,"moderate"
"Kansas","Stanton County",2022-03-18,0,"low"
"Ohio","Crawford County",2022-03-18,2.63,"moderate"
"Illinois","Williamson County",2022-03-18,1.88,"moderate"
"Illinois","Winnebago County",2022-03-18,1.36,"moderate"
"Ohio","Fayette County",2022-03-18,2.82,"moderate"
"North Dakota","Steele County",2022-03-18,3.62945715364289,"low"
"Missouri","Monroe County",2022-03-18,10.53,"high"
"North Dakota","Sargent County",2022-03-18,4.35,"low"
"Missouri","Henry County",2022-03-18,0.28,"low"
"Illinois","Boone County",2022-03-18,2.5,"moderate"
"Kansas","Gray County",2022-03-18,0,"low"
"Indiana","Jackson County",2022-03-18,1.76,"moderate"
"Michigan","Ogemaw County",2022-03-18,4.62,"moderate"
"South Dakota","Jackson County",2022-03-18,4.17,"low"
"Michigan","Bay County",2022-03-18,2.34,"moderate"
"North Dakota","Richland County",2022-03-18,0,"high"
"Ohio","Belmont County",2022-03-18,3.54,"moderate"
"Illinois","Rock Island County",2022-03-18,1.62,"moderate"
"Illinois","Hamilton County",2022-03-18,3.17,"moderate"
"Missouri","St. Clair County",2022-03-18,3.53,"moderate"
"South Dakota","Harding County",2022-03-18,3.62945715364289,"substantial"
"South Dakota","Bon Homme County",2022-03-18,0,"moderate"
"Kansas","Hodgeman County",2022-03-18,3.62945715364289,"low"
"Illinois","Mercer County",2022-03-18,3.61,"substantial"
"Kansas","Ford County",2022-03-18,2.96,"moderate"
"Wisconsin","Pepin County",2022-03-18,4,"substantial"
"Kansas","Haskell County",2022-03-18,0,"low"
"Ohio","Monroe County",2022-03-18,7.69,"moderate"
"South Dakota","Clark County",2022-03-18,3.62945715364289,"substantial"
"Kansas","Barber County",2022-03-18,0,"low"
"Indiana","Warrick County",2022-03-18,2.11,"moderate"
"Kansas","Meade County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Menominee County",2022-03-18,6.67,"high"
"Indiana","Vanderburgh County",2022-03-18,4.58,"moderate"
"Ohio","Wyandot County",2022-03-18,2.94,"low"
"South Dakota","Meade County",2022-03-18,7.5,"moderate"
"Missouri","Knox County",2022-03-18,0,"substantial"
"Wisconsin","Barron County",2022-03-18,3.48,"moderate"
"Nebraska","Hayes County",2022-03-18,3.62945715364289,"low"
"Ohio","Pickaway County",2022-03-18,1.55,"low"
"Michigan","Dickinson County",2022-03-18,0.49,"low"
"Michigan","Menominee County",2022-03-18,1.12,"high"
"South Dakota","Grant County",2022-03-18,33.33,"high"
"South Dakota","Clay County",2022-03-18,0,"moderate"
"Ohio","Jefferson County",2022-03-18,3.36,"moderate"
"Missouri","Linn County",2022-03-18,0,"moderate"
"Indiana","Fayette County",2022-03-18,2.19,"moderate"
"Minnesota","Mille Lacs County",2022-03-18,1.03,"moderate"
"Indiana","Lawrence County",2022-03-18,2.84,"moderate"
"Wisconsin","Florence County",2022-03-18,0,"moderate"
"South Dakota","Tripp County",2022-03-18,0,"low"
"Kansas","Harper County",2022-03-18,3.62945715364289,"low"
"Minnesota","Kanabec County",2022-03-18,2.19,"moderate"
"Minnesota","Wilkin County",2022-03-18,0,"high"
"Missouri","St. Charles County",2022-03-18,2.27,"moderate"
"North Dakota","Cavalier County",2022-03-18,7.14,"moderate"
"Michigan","Saginaw County",2022-03-18,2.08,"moderate"
"Wisconsin","Eau Claire County",2022-03-18,6.75,"moderate"
"Kansas","Neosho County",2022-03-18,7.21,"moderate"
"Missouri","Lincoln County",2022-03-18,2.98,"moderate"
"Nebraska","Boyd County",2022-03-18,3.62945715364289,""
"Missouri","Audrain County",2022-03-18,4.23,"moderate"
"Indiana","Orange County",2022-03-18,1.27,"moderate"
"Michigan","Oscoda County",2022-03-18,4.55,"moderate"
"South Dakota","Yankton County",2022-03-18,2.82,"low"
"Wisconsin","Langlade County",2022-03-18,0.92,"moderate"
"North Dakota","Grand Forks County",2022-03-18,3.78,"moderate"
"Michigan","Otsego County",2022-03-18,5.84,"substantial"
"Ohio","Harrison County",2022-03-18,4.71,"moderate"
"North Dakota","Barnes County",2022-03-18,1.25,"low"
"Nebraska","Phelps County",2022-03-18,3.62945715364289,"low"
"Minnesota","Beltrami County",2022-03-18,5.29,"substantial"
"Illinois","Ogle County",2022-03-18,1.1,"moderate"
"Missouri","Schuyler County",2022-03-18,0,"moderate"
"Kansas","Clark County",2022-03-18,3.62945715364289,"high"
"Kansas","Allen County",2022-03-18,3.01,"low"
"Illinois","Wabash County",2022-03-18,1.37,"substantial"
"Illinois","Henry County",2022-03-18,1.62,"moderate"
"Nebraska","Knox County",2022-03-18,3.62945715364289,"low"
"Kansas","Mitchell County",2022-03-18,0,"low"
"North Dakota","Bowman County",2022-03-18,0,"low"
"Kansas","Finney County",2022-03-18,1.67,"low"
"Indiana","Bartholomew County",2022-03-18,2.21,"moderate"
"Missouri","Montgomery County",2022-03-18,20.28,"high"
"Indiana","Ripley County",2022-03-18,2.69,"moderate"
"North Dakota","Pembina County",2022-03-18,2.5,"moderate"
"Ohio","Marion County",2022-03-18,3.15,"moderate"
"Missouri","Warren County",2022-03-18,4.24,"substantial"
"South Dakota","Mellette County",2022-03-18,3.62945715364289,"moderate"
"Kansas","Jewell County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Buffalo County",2022-03-18,6.12,"substantial"
"Kansas","Rawlins County",2022-03-18,3.62945715364289,"low"
"Wisconsin","Rusk County",2022-03-18,1.9,"moderate"
"Minnesota","Norman County",2022-03-18,6.52,"substantial"
"Missouri","Putnam County",2022-03-18,0,"moderate"
"Missouri","Dunklin County",2022-03-18,1.49,"high"
"Nebraska","Harlan County",2022-03-18,3.62945715364289,""
"Ohio","Franklin County",2022-03-18,2.72,"moderate"
"South Dakota","Pennington County",2022-03-18,5.31,"moderate"
"Illinois","White County",2022-03-18,0.26,"moderate"
"Kansas","Kingman County",2022-03-18,2.82,"substantial"
"Indiana","Switzerland County",2022-03-18,2.86,"low"
"Illinois","Jefferson County",2022-03-18,1.22,"moderate"
"Ohio","Knox County",2022-03-18,3.64,"moderate"
"Missouri","Crawford County",2022-03-18,5.29,"moderate"
"Ohio","Shelby County",2022-03-18,4.07,"moderate"
"Ohio","Clermont County",2022-03-18,2.49,"moderate"
"Ohio","Muskingum County",2022-03-18,4.38,"moderate"
"North Dakota","Towner County",2022-03-18,0,"low"
"Missouri","Grundy County",2022-03-18,6.09,"high"
"Nebraska","Dawson County",2022-03-18,10,"high"
"Michigan","Mecosta County",2022-03-18,4.48,"moderate"
"Kansas","Seward County",2022-03-18,0,"low"
"Michigan","Oakland County",2022-03-18,3.88,"substantial"
"Kansas","Pottawatomie County",2022-03-18,3.26,"moderate"
"Michigan","Midland County",2022-03-18,5.1,"moderate"
"Illinois","Kane County",2022-03-18,2.05,"substantial"
"Indiana","Wells County",2022-03-18,2.91,"moderate"
"Indiana","Pulaski County",2022-03-18,1.15,"moderate"
"Missouri","Mercer County",2022-03-18,7.14,"moderate"
"Indiana","Huntington County",2022-03-18,5.81,"moderate"
"Michigan","Washtenaw County",2022-03-18,2.46,"substantial"
"Missouri","Callaway County",2022-03-18,2.81,"moderate"
"Michigan","Isabella County",2022-03-18,3.14,"moderate"
"Ohio","Darke County",2022-03-18,1.15,"moderate"
"Ohio","Perry County",2022-03-18,2.96,"moderate"
"Michigan","Ionia County",2022-03-18,5.05,"moderate"
"Nebraska","Gosper County",2022-03-18,3.62945715364289,""
"North Dakota","Rolette County",2022-03-18,4.72,"high"
"Wisconsin","Bayfield County",2022-03-18,2.08,"substantial"
"Kansas","Wilson County",2022-03-18,4.44,"moderate"
"Ohio","Lawrence County",2022-03-18,18.95,"high"
"Kansas","Morton County",2022-03-18,3.62945715364289,"low"
"Kansas","Franklin County",2022-03-18,0.52,"moderate"
"Ohio","Noble County",2022-03-18,3.33,"moderate"
"Minnesota","Rice County",2022-03-18,3.54,"high"
"Wisconsin","Racine County",2022-03-18,1.94,"moderate"
"Missouri","Carroll County",2022-03-18,1.85,"moderate"
"Michigan","Clare County",2022-03-18,5.32,"moderate"
"Missouri","Maries County",2022-03-18,2.86,"moderate"
"Minnesota","Blue Earth County",2022-03-18,2.51,"moderate"
"Illinois","Gallatin County",2022-03-18,1.8,"high"
"Kansas","Riley County",2022-03-18,2.38,"substantial"
"Missouri","Miller County",2022-03-18,7.8,"moderate"
"Kansas","Ness County",2022-03-18,5.88,"moderate"
"Nebraska","Kearney County",2022-03-18,3.62945715364289,"low"
"North Dakota","Eddy County",2022-03-18,0,"moderate"
"Minnesota","Nicollet County",2022-03-18,3.39,"substantial"
"Minnesota","Jackson County",2022-03-18,3.88,"moderate"
"Wisconsin","Ashland County",2022-03-18,4.13,"substantial"
"Illinois","Kendall County",2022-03-18,3.12,"substantial"
"Illinois","Hardin County",2022-03-18,2.44,"low"
"Michigan","Wayne County",2022-03-18,1.91,"high"
"Kansas","Jackson County",2022-03-18,4.35,"low"
"Kansas","Graham County",2022-03-18,0,"low"
"Indiana","Adams County",2022-03-18,4,"moderate"
"Kansas","Shawnee County",2022-03-18,2.68,"moderate"
"Ohio","Brown County",2022-03-18,3.03,"moderate"
"Illinois","Pope County",2022-03-18,0,"moderate"
"Kansas","Nemaha County",2022-03-18,0.83,"moderate"
"Kansas","Comanche County",2022-03-18,3.62945715364289,"low"
"Michigan","Montcalm County",2022-03-18,4.98,"moderate"
"Wisconsin","Kenosha County",2022-03-18,3.12,"moderate"
"Kansas","Anderson County",2022-03-18,3.55,"moderate"
"Ohio","Adams County",2022-03-18,1.4,"moderate"
"Missouri","Moniteau County",2022-03-18,1.04,"moderate"
"Ohio","Guernsey County",2022-03-18,4.8,"moderate"
"Nebraska","Buffalo County",2022-03-18,3.41,"low"
"Minnesota","Nobles County",2022-03-18,2.19,"moderate"
"Indiana","Marshall County",2022-03-18,2.27,"moderate"
"Illinois","DeKalb County",2022-03-18,1.64,"moderate"
"Indiana","Franklin County",2022-03-18,2.78,"moderate"
"Missouri","Gasconade County",2022-03-18,5.39,"moderate"
"Indiana","Fulton County",2022-03-18,7.53,"substantial"
"Nebraska","Sherman County",2022-03-18,3.62945715364289,"low"
"Ohio","Athens County",2022-03-18,3.64,"substantial"
"Illinois","Saline County",2022-03-18,2.14,"substantial"
"Minnesota","Cottonwood County",2022-03-18,7.43,"moderate"
"Kansas","Miami County",2022-03-18,3,"moderate"
"Minnesota","Waseca County",2022-03-18,2.35,"substantial"
"Kansas","Russell County",2022-03-18,7.69,"moderate"
"Kansas","McPherson County",2022-03-18,2.59,"moderate"
"Ohio","Butler County",2022-03-18,2.34,"high"
"Kansas","Trego County",2022-03-18,5.56,"moderate"
"Missouri","Osage County",2022-03-18,5.15,"moderate"
"Illinois","Effingham County",2022-03-18,2.48,"moderate"
"Ohio","Miami County",2022-03-18,2.12,"moderate"
"Kansas","Gove County",2022-03-18,0,"low"
"North Dakota","Pierce County",2022-03-18,5.26,"moderate"
"Ohio","Fairfield County",2022-03-18,3.64,"moderate"
"Kansas","Douglas County",2022-03-18,3.02,"moderate"
"Kansas","Jefferson County",2022-03-18,5.52,"moderate"
"Ohio","Warren County",2022-03-18,2.42,"moderate"
"Wisconsin","Price County",2022-03-18,2.13,"moderate"
"Kansas","Brown County",2022-03-18,0,"low"
"Ohio","Hocking County",2022-03-18,10.65,"high"
"Kansas","Rooks County",2022-03-18,0,"low"
"Missouri","Cole County",2022-03-18,3.57,"moderate"
"Ohio","Vinton County",2022-03-18,8.06,"substantial"
"Michigan","Gratiot County",2022-03-18,1.5,"moderate"
"Ohio","Licking County",2022-03-18,2.73,"moderate"
"Nebraska","Franklin County",2022-03-18,3.62945715364289,"low"
"Indiana","Jay County",2022-03-18,0,"moderate"
"Kansas","Logan County",2022-03-18,0,"low"
"Kansas","Ellis County",2022-03-18,1.18,"low"
"Minnesota","Murray County",2022-03-18,2.7,"substantial"
"Illinois","Fayette County",2022-03-18,0.68,"substantial"
